80,58,1
63,-61,-1
26,-33,-1
12,-57,-1
29,-14,1
33,-42,-1
38,-40,-1
29,53,1
-15,-42,-1
-96,95,1
53,-13,1
35,35,1
27,96,1
7,53,1
78,-89,-1
11,62,1
99,-32,1
75,-39,-1
-45,-96,-1
-74,-37,-1
-84,47,1
28,0,1
87,82,1
41,-97,-1
93,-80,-1
-4,-36,-1
-10,62,1
49,2,1
-80,-8,-1
-50,-78,-1
54,44,1
14,71,1
-68,-58,-1
-17,27,1
-46,14,-1
-39,76,1
-70,89,1
-10,41,1
59,84,1
72,-76,-1
9,86,1
-12,-14,-1
94,-58,-1
-77,-22,-1
23,-59,-1
57,-86,-1
2,34,1
-70,96,1
68,-44,-1
-89,14,-1
45,79,1
32,-5,1
-8,4,1
79,39,1
-71,91,1
-2,-64,-1
-71,-76,-1
-66,52,1
-55,-55,-1
-53,-62,-1
61,29,1
-77,-97,-1
-49,47,1
-88,-80,-1
7,-34,-1
40,28,1
-38,-42,-1
9,-40,-1
25,71,1
-81,-16,-1
-23,-91,-1
51,86,1
51,77,1
-57,85,1
23,70,1
-29,-11,-1
-38,-74,-1
-7,-6,-1
33,-72,-1
71,56,1
53,-91,-1
8,7,1
-62,-9,-1
-83,-55,-1
-38,-53,-1
-16,94,1
-8,22,1
23,58,1
-14,-22,-1
-19,40,1
-79,3,-1
-4,-29,-1
55,77,1
-27,-75,-1
91,4,1
79,-45,-1
-83,-95,-1
-91,-78,-1
-83,0,-1
-62,53,1
-63,69,1
6,24,1
67,1,1
59,63,1
-56,31,1
69,-99,-1
-69,-95,-1
-15,52,1
85,-85,-1
23,61,1
72,84,1
-42,-9,-1
-86,52,1
91,-30,1
-53,92,1
9,-78,-1
94,61,1
-22,56,1
4,93,1
62,45,1
-53,31,1
85,82,1
55,20,1
51,-64,-1
-3,47,1
-37,4,-1
30,59,1
86,74,1
-33,33,1
-36,-16,-1
-18,51,1
27,-83,-1
-15,-77,-1
-59,-94,-1
-90,30,-1
89,78,1
19,-51,-1
-34,32,1
4,76,1
69,53,1
-58,69,1
63,-16,1
-77,98,1
2,45,1
5,-88,-1
-14,27,1
84,-56,-1
41,-64,-1
-37,36,1
-2,-83,-1
-5,23,1
-44,-31,-1
-3,-64,-1
97,30,1
-9,79,1
67,-31,1
80,-46,-1
54,58,1
17,56,1
0,75,1
-34,-70,-1
77,-5,1
22,-83,-1
57,8,1
-9,-33,-1
-93,66,1
-21,-33,-1
32,52,1
-86,-72,-1
-70,-13,-1
-64,-83,-1
30,-22,-1
-23,54,1
-78,-76,-1
85,64,1
-73,68,1
-11,-87,-1
13,11,1
67,-1,1
40,95,1
35,59,1
80,-34,1
87,31,1
47,0,1
16,40,1
-35,39,1
64,-40,-1
-99,-95,-1
2,-91,-1
-92,-97,-1
5,-60,-1
-12,56,1
22,66,1
24,32,1
1,-98,-1
-90,89,1
73,40,1
-9,50,1
52,76,1
83,8,1
-43,-29,-1
-38,-35,-1
-87,57,1
-25,-92,-1
-64,32,1
-89,-50,-1
-37,-23,-1
-55,6,-1
20,-19,-1
-1,48,1
-89,15,-1
-61,12,-1
84,19,1
-37,-6,-1
-88,37,-1
-20,10,1
-8,-3,-1
-64,-37,-1
-82,-56,-1
-94,76,1
-41,-75,-1
84,52,1
46,-46,-1
-83,14,-1
-55,21,-1
78,76,1
-14,14,1
-38,19,1
55,83,1
-20,96,1
8,-67,-1
-67,68,1
-16,-22,-1
-40,70,1
24,30,1
-96,30,-1
63,65,1
40,26,1
55,-71,-1
-23,-92,-1
-39,-60,-1
64,-32,1
-73,50,1
-35,-4,-1
-19,-97,-1
79,93,1
-7,60,1
94,-25,1
3,-45,-1
-40,-46,-1
87,12,1
-63,-79,-1
45,-85,-1
46,-76,-1
92,41,1
-44,45,1
40,67,1
13,3,1
-62,-39,-1
94,-41,1
57,-69,-1
-41,-52,-1
22,1,1
-25,54,1
-73,-50,-1
-78,-91,-1
62,67,1
-75,29,-1
-93,-83,-1
24,21,1
-32,-86,-1
39,-81,-1
-34,-82,-1
36,97,1
-69,60,1
49,54,1
93,-1,1
-31,54,1
-41,18,-1
35,-36,-1
36,-35,-1
85,64,1
15,49,1
-51,-28,-1
56,92,1
-45,32,1
-4,48,1
-29,-52,-1
-80,-17,-1
-97,-6,-1
-77,-52,-1
88,-34,1
99,-78,-1
-84,42,1
-28,53,1
99,88,1
20,-14,-1
-51,-17,-1
-84,98,1
42,90,1
-88,48,1
72,99,1
0,27,1
49,86,1
94,-62,-1
37,67,1
37,-98,-1
23,99,1
94,94,1
64,-30,1
-64,-68,-1
-55,-50,-1
-26,-23,-1
62,51,1
39,34,1
-1,63,1
90,-29,1
70,-4,1
-93,-82,-1
-69,18,-1
88,39,1
-79,-75,-1
-95,82,1
23,0,1
-97,94,1
-64,-75,-1
33,-42,-1
-97,-5,-1
-3,86,1
37,94,1
-28,-42,-1
-37,97,1
22,24,1
96,-73,-1
-46,64,1
25,-40,-1
-94,-74,-1
91,4,1
61,-69,-1
15,-59,-1
-45,78,1
-95,27,-1
-48,-81,-1
63,4,1
-2,41,1
-61,-34,-1
0,50,1
39,-68,-1
-59,-39,-1
-45,-71,-1
79,94,1
-97,54,1
-44,15,-1
-58,-24,-1
-51,-29,-1
79,-76,-1
86,-13,1
5,32,1
84,82,1
74,92,1
88,-47,-1
88,-51,-1
-78,-24,-1
89,35,1
85,-92,-1
-92,69,1
-68,-82,-1
84,-16,1
55,-92,-1
-78,-62,-1
-83,4,-1
56,85,1
-56,-61,-1
-74,-78,-1
-68,-1,-1
-63,-98,-1
-8,-90,-1
63,-39,-1
36,77,1
-72,10,-1
-96,-22,-1
69,47,1
64,-77,-1
53,-45,-1
29,-14,1
-61,23,-1
18,-80,-1
-62,94,1
-26,35,1
11,-91,-1
-98,97,1
8,6,1
30,-15,1
99,-51,-1
-45,-16,-1
-72,-10,-1
47,61,1
16,-6,1
-63,-19,-1
45,-93,-1
-94,9,-1
